25210.0, {'247379907': 16.0, '252017285': 21.0, '256201389': 0, '26110729': 33.0, '280120513': 9.0, '32319828': 0, '62426694': 32.0, 'cluster_1098574052_1098574061_247379905': 2697.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26130.0, {'247379907': -48.0, '252017285': 0, '256201389': 0, '26110729': -408.0, '280120513': -2.0, '32319828': -1.0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': -73.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 42, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26140.0, {'247379907': -19.0, '252017285': -10.0, '256201389': 0, '26110729': -17.0, '280120513': -10.0, '32319828': -13.0, '62426694': -22.0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 41, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 10}, 
26150.0, {'247379907': 115.0, '252017285': -14.0, '256201389': 0, '26110729': -410.0, '280120513': -10.0, '32319828': 14.0, '62426694': 27.0, 'cluster_1098574052_1098574061_247379905': 78.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 41, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
26160.0, {'247379907': -15.0, '252017285': 19.0, '256201389': 0, '26110729': -421.0, '280120513': 30.0, '32319828': -4.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -88.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 44, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
26170.0, {'247379907': 56.0, '252017285': -19.0, '256201389': 0, '26110729': 23.0, '280120513': 0, '32319828': -17.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -104.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26180.0, {'247379907': -88.0, '252017285': -45.0, '256201389': 0, '26110729': -91.0, '280120513': 0, '32319828': -20.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 38.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 13, '252017285': 6, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26190.0, {'247379907': -31.0, '252017285': 30.0, '256201389': 0, '26110729': 150.0, '280120513': 0, '32319828': 41.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -108.0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26200.0, {'247379907': -112.0, '252017285': 39.0, '256201389': 0, '26110729': -55.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -126.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 39, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26210.0, {'247379907': 144.0, '252017285': -5.0, '256201389': 0, '26110729': 450.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -152.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
26220.0, {'247379907': 10.0, '252017285': -2.0, '256201389': 0, '26110729': 150.0, '280120513': 0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -181.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 34, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26230.0, {'247379907': 89.0, '252017285': 4.0, '256201389': 0, '26110729': -207.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -218.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 37, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, 
26240.0, {'247379907': 0, '252017285': 3.0, '256201389': 0, '26110729': -169.0, '280120513': 0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -211.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 34, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 23}, 
26250.0, {'247379907': -9.0, '252017285': -6.0, '256201389': 0, '26110729': -154.0, '280120513': -3.0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -246.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 19}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 26}, 
26260.0, {'247379907': -27.0, '252017285': 6.0, '256201389': 0, '26110729': -321.0, '280120513': -20.0, '32319828': 0, '62426694': 8.0, 'cluster_1098574052_1098574061_247379905': -275.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 34, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
26270.0, {'247379907': -40.0, '252017285': -2.0, '256201389': 0, '26110729': 387.0, '280120513': -22.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -325.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 36, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 35}, 
26280.0, {'247379907': 36.0, '252017285': -18.0, '256201389': 0, '26110729': 176.0, '280120513': -57.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 196.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 29, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 25}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 39, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 31}, 
26290.0, {'247379907': 15.0, '252017285': 20.0, '256201389': 0, '26110729': -397.0, '280120513': 82.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': 153.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 41, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 29}, 
26300.0, {'247379907': 25.0, '252017285': -8.0, '256201389': 0, '26110729': 119.0, '280120513': -25.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 352.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 24}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 34, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 29}, 
26310.0, {'247379907': -4.0, '252017285': -33.0, '256201389': 0, '26110729': -306.0, '280120513': -6.0, '32319828': 0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': -268.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 29, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 36, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 28}, 
26320.0, {'247379907': -10.0, '252017285': -54.0, '256201389': 0, '26110729': -362.0, '280120513': 51.0, '32319828': 0, '62426694': 17.0, 'cluster_1098574052_1098574061_247379905': -280.0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 1, '252017285': 6, '256201389': 0, '26110729': 37, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 28}, 
26330.0, {'247379907': -11.0, '252017285': 61.0, '256201389': 0, '26110729': -380.0, '280120513': -1.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -280.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 40, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 28}, 
26340.0, {'247379907': -20.0, '252017285': 29.0, '256201389': 0, '26110729': -149.0, '280120513': 1.0, '32319828': 0, '62426694': 3.0, 'cluster_1098574052_1098574061_247379905': 452.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 41, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 24}, 
26350.0, {'247379907': -20.0, '252017285': -35.0, '256201389': 0, '26110729': -410.0, '280120513': 0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -247.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 41, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 26}, 
26360.0, {'247379907': 60.0, '252017285': 40.0, '256201389': 0, '26110729': -436.0, '280120513': -2.0, '32319828': -7.0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': 390.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 1, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 1, '32319828': 1, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 22}, 
26370.0, {'247379907': -12.0, '252017285': -3.0, '256201389': 0, '26110729': -455.0, '280120513': 2.0, '32319828': 7.0, '62426694': 85.0, 'cluster_1098574052_1098574061_247379905': 380.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 47, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
26380.0, {'247379907': -43.0, '252017285': -4.0, '256201389': 0, '26110729': 62.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 226.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 48, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26390.0, {'247379907': -15.0, '252017285': 7.0, '256201389': 0, '26110729': -454.0, '280120513': -22.0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -130.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 46, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, 
26400.0, {'247379907': 49.0, '252017285': -25.0, '256201389': 0, '26110729': 720.0, '280120513': -34.0, '32319828': -6.0, '62426694': 2.0, 'cluster_1098574052_1098574061_247379905': 151.0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 43, '280120513': 4, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26410.0, {'247379907': -12.0, '252017285': -64.0, '256201389': 0, '26110729': 481.0, '280120513': 56.0, '32319828': -10.0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': 582.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 2, '252017285': 7, '256201389': 0, '26110729': 38, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, 
26420.0, {'247379907': -22.0, '252017285': -70.0, '256201389': 0, '26110729': -337.0, '280120513': 0, '32319828': -13.0, '62426694': 2.0, 'cluster_1098574052_1098574061_247379905': 505.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
26430.0, {'247379907': 31.0, '252017285': -82.0, '256201389': 0, '26110729': -426.0, '280120513': -2.0, '32319828': 29.0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -8.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 2, '252017285': 9, '256201389': 0, '26110729': 43, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, 
26440.0, {'247379907': 29.0, '252017285': 33.0, '256201389': 0, '26110729': 739.0, '280120513': -26.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 8.0}, {'247379907': 0, '252017285': 6, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 6, '256201389': 0, '26110729': 38, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
26450.0, {'247379907': 0, '252017285': 144.0, '256201389': 0, '26110729': -88.0, '280120513': 28.0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': -4.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 2}, 
26460.0, {'247379907': -5.0, '252017285': 35.0, '256201389': 0, '26110729': -249.0, '280120513': -22.0, '32319828': 0, '62426694': 5.0, 'cluster_1098574052_1098574061_247379905': -29.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 28, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 34, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
26470.0, {'247379907': -10.0, '252017285': 29.0, '256201389': 0, '26110729': 294.0, '280120513': -31.0, '32319828': 0, '62426694': 12.0, 'cluster_1098574052_1098574061_247379905': -36.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 36, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
26480.0, {'247379907': 15.0, '252017285': -9.0, '256201389': 0, '26110729': -384.0, '280120513': -77.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -65.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 10, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 39, '280120513': 10, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
26490.0, {'247379907': -4.0, '252017285': 7.0, '256201389': 0, '26110729': -407.0, '280120513': 2.0, '32319828': 0, '62426694': -24.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 8, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 8, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, 
26500.0, {'247379907': -50.0, '252017285': 2.0, '256201389': 0, '26110729': 579.0, '280120513': 64.0, '32319828': 0, '62426694': -64.0, 'cluster_1098574052_1098574061_247379905': -97.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 38, '280120513': 3, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 11}, 
26510.0, {'247379907': -60.0, '252017285': -12.0, '256201389': 0, '26110729': -384.0, '280120513': 3.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': 197.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 40, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 6}, 
26520.0, {'247379907': 62.0, '252017285': -33.0, '256201389': 0, '26110729': -413.0, '280120513': 61.0, '32319828': 0, '62426694': -70.0, 'cluster_1098574052_1098574061_247379905': -56.0}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 31, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 44, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 8}, 
26530.0, {'247379907': 52.0, '252017285': 30.0, '256201389': 0, '26110729': 232.0, '280120513': -6.0, '32319828': 0, '62426694': -79.0, 'cluster_1098574052_1098574061_247379905': 143.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 40, '280120513': 1, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 3}, 
26540.0, {'247379907': 0, '252017285': -18.0, '256201389': 0, '26110729': -383.0, '280120513': -10.0, '32319828': 0, '62426694': 59.0, 'cluster_1098574052_1098574061_247379905': 6.0}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 44, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 1}, 
26550.0, {'247379907': 0, '252017285': 16.0, '256201389': 0, '26110729': 426.0, '280120513': -14.0, '32319828': 0, '62426694': 172.0, 'cluster_1098574052_1098574061_247379905': -23.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 41, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, 
26560.0, {'247379907': 0, '252017285': 4.0, '256201389': 0, '26110729': 505.0, '280120513': -44.0, '32319828': 0, '62426694': 23.0, 'cluster_1098574052_1098574061_247379905': 44.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26570.0, {'247379907': -5.0, '252017285': 5.0, '256201389': 0, '26110729': -442.0, '280120513': 28.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 45, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26580.0, {'247379907': 4.0, '252017285': 8.0, '256201389': 0, '26110729': -117.0, '280120513': 31.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26590.0, {'247379907': -13.0, '252017285': -3.0, '256201389': 0, '26110729': -439.0, '280120513': -46.0, '32319828': 0, '62426694': -14.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 44, '280120513': 6, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 0}, 
26600.0, {'247379907': -23.0, '252017285': 3.0, '256201389': 0, '26110729': 363.0, '280120513': -45.0, '32319828': 0, '62426694': 12.0, 'cluster_1098574052_1098574061_247379905': -5.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26610.0, {'247379907': -36.0, '252017285': -6.0, '256201389': 0, '26110729': -199.0, '280120513': -50.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, 
26620.0, {'247379907': -66.0, '252017285': -19.0, '256201389': 0, '26110729': 678.0, '280120513': -50.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -35.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 30, '280120513': 5, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 9, '252017285': 3, '256201389': 0, '26110729': 38, '280120513': 5, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 4}, 
26630.0, {'247379907': -91.0, '252017285': 17.0, '256201389': 0, '26110729': -241.0, '280120513': 114.0, '32319828': 0, '62426694': -59.0, 'cluster_1098574052_1098574061_247379905': 40.0}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 10, '252017285': 2, '256201389': 0, '26110729': 38, '280120513': 2, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 1}, 
26640.0, {'247379907': -100.0, '252017285': -41.0, '256201389': 0, '26110729': -380.0, '280120513': 38.0, '32319828': -10.0, '62426694': -95.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 1, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 10, '252017285': 5, '256201389': 0, '26110729': 38, '280120513': 2, '32319828': 1, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, 
