25210.0, {'247379907': 622.0, '252017285': 9.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': 0, '62426694': 34.0, 'cluster_1098574052_1098574061_247379905': 353.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26130.0, {'247379907': -490.0, '252017285': 67.0, '256201389': 0, '26110729': -445.0, '280120513': -10.0, '32319828': 0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': -48.0}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 53, '252017285': 0, '256201389': 0, '26110729': 71, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, 
26140.0, {'247379907': -559.0, '252017285': -11.0, '256201389': 0, '26110729': -719.0, '280120513': -10.0, '32319828': -1.0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': 95.0}, {'247379907': 22, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 57, '252017285': 2, '256201389': 0, '26110729': 73, '280120513': 1, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, 
26150.0, {'247379907': -586.0, '252017285': -20.0, '256201389': 0, '26110729': 514.0, '280120513': -10.0, '32319828': 1.0, '62426694': 21.0, 'cluster_1098574052_1098574061_247379905': 20.0}, {'247379907': 22, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 62, '252017285': 2, '256201389': 0, '26110729': 63, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26160.0, {'247379907': -276.0, '252017285': -25.0, '256201389': 0, '26110729': -632.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -9.0}, {'247379907': 24, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 64, '252017285': 3, '256201389': 0, '26110729': 64, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
26170.0, {'247379907': -646.0, '252017285': -41.0, '256201389': 0, '26110729': 329.0, '280120513': 29.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -28.0}, {'247379907': 24, '252017285': 5, '256201389': 0, '26110729': 26, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 67, '252017285': 5, '256201389': 0, '26110729': 58, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
26180.0, {'247379907': 1241.0, '252017285': 74.0, '256201389': 0, '26110729': -189.0, '280120513': -19.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -67.0}, {'247379907': 22, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 60, '252017285': 3, '256201389': 0, '26110729': 62, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26190.0, {'247379907': 1915.0, '252017285': -2.0, '256201389': 0, '26110729': 190.0, '280120513': -20.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 76.0}, {'247379907': 17, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 45, '252017285': 2, '256201389': 0, '26110729': 58, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26200.0, {'247379907': 1493.0, '252017285': 3.0, '256201389': 0, '26110729': -588.0, '280120513': 59.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -2.0}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 33, '252017285': 3, '256201389': 0, '26110729': 63, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
26210.0, {'247379907': -334.0, '252017285': -30.0, '256201389': 0, '26110729': 422.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 34, '252017285': 3, '256201389': 0, '26110729': 60, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
26220.0, {'247379907': 413.0, '252017285': -31.0, '256201389': 0, '26110729': -107.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -76.0}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 28, '252017285': 4, '256201389': 0, '26110729': 63, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
26230.0, {'247379907': -282.0, '252017285': -50.0, '256201389': 0, '26110729': 383.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 13, '252017285': 4, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 29, '252017285': 6, '256201389': 0, '26110729': 57, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, 
26240.0, {'247379907': -290.0, '252017285': -60.0, '256201389': 0, '26110729': 262.0, '280120513': 0, '32319828': 0, '62426694': 10.0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 13, '252017285': 4, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 29, '252017285': 6, '256201389': 0, '26110729': 64, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26250.0, {'247379907': 193.0, '252017285': 143.0, '256201389': 0, '26110729': -14.0, '280120513': -5.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -126.0}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 26, '252017285': 2, '256201389': 0, '26110729': 72, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
26260.0, {'247379907': 498.0, '252017285': 18.0, '256201389': 0, '26110729': -749.0, '280120513': -38.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 179.0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 19, '252017285': 2, '256201389': 0, '26110729': 78, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
26270.0, {'247379907': 51.0, '252017285': 22.0, '256201389': 0, '26110729': -160.0, '280120513': -53.0, '32319828': 0, '62426694': -12.0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 81, '280120513': 6, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, 
26280.0, {'247379907': 117.0, '252017285': -20.0, '256201389': 0, '26110729': -467.0, '280120513': -60.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -105.0}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 18, '252017285': 2, '256201389': 0, '26110729': 80, '280120513': 6, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, 
26290.0, {'247379907': -184.0, '252017285': 30.0, '256201389': 0, '26110729': -823.0, '280120513': 91.0, '32319828': 0, '62426694': 3.0, 'cluster_1098574052_1098574061_247379905': -152.0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 19, '252017285': 0, '256201389': 0, '26110729': 85, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26300.0, {'247379907': -196.0, '252017285': 0, '256201389': 0, '26110729': -311.0, '280120513': 46.0, '32319828': 0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -233.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 20, '252017285': 0, '256201389': 0, '26110729': 82, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 25}, 
26310.0, {'247379907': -200.0, '252017285': -3.0, '256201389': 0, '26110729': -832.0, '280120513': 19.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 163.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 85, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, 
26320.0, {'247379907': -202.0, '252017285': -22.0, '256201389': 0, '26110729': -330.0, '280120513': 0, '32319828': 0, '62426694': 10.0, 'cluster_1098574052_1098574061_247379905': -220.0}, {'247379907': 16, '252017285': 3, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 21, '252017285': 3, '256201389': 0, '26110729': 83, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, 
26330.0, {'247379907': 643.0, '252017285': 12.0, '256201389': 0, '26110729': -830.0, '280120513': -2.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -236.0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 16, '252017285': 2, '256201389': 0, '26110729': 83, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 24}, 
26340.0, {'247379907': -160.0, '252017285': -25.0, '256201389': 0, '26110729': -834.0, '280120513': -18.0, '32319828': 0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': 255.0}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 16, '252017285': 4, '256201389': 0, '26110729': 85, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, 
26350.0, {'247379907': 535.0, '252017285': 23.0, '256201389': 0, '26110729': -900.0, '280120513': 20.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': -77.0}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 96, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 18}, 
26360.0, {'247379907': -140.0, '252017285': -8.0, '256201389': 0, '26110729': 1187.0, '280120513': -8.0, '32319828': 0, '62426694': 29.0, 'cluster_1098574052_1098574061_247379905': -172.0}, {'247379907': 10, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 97, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, 
26370.0, {'247379907': -140.0, '252017285': 23.0, '256201389': 0, '26110729': -458.0, '280120513': -10.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 310.0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 106, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, 
26380.0, {'247379907': -114.0, '252017285': -9.0, '256201389': 0, '26110729': -1088.0, '280120513': -10.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 445.0}, {'247379907': 11, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 110, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, 
26390.0, {'247379907': -146.0, '252017285': 9.0, '256201389': 0, '26110729': -277.0, '280120513': 28.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -72.0}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 105, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26400.0, {'247379907': -150.0, '252017285': -7.0, '256201389': 0, '26110729': -487.0, '280120513': 0, '32319828': 0, '62426694': 47.0, 'cluster_1098574052_1098574061_247379905': 236.0}, {'247379907': 12, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 15, '252017285': 2, '256201389': 0, '26110729': 100, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
26410.0, {'247379907': -156.0, '252017285': -20.0, '256201389': 0, '26110729': 1179.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -37.0}, {'247379907': 13, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 17, '252017285': 2, '256201389': 0, '26110729': 91, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, 
26420.0, {'247379907': 393.0, '252017285': 27.0, '256201389': 0, '26110729': -612.0, '280120513': 0, '32319828': -1.0, '62426694': 10.0, 'cluster_1098574052_1098574061_247379905': -44.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 17, '252017285': 0, '256201389': 0, '26110729': 90, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
26430.0, {'247379907': 160.0, '252017285': -12.0, '256201389': 0, '26110729': 1021.0, '280120513': -6.0, '32319828': -10.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -62.0}, {'247379907': 11, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 18, '252017285': 2, '256201389': 0, '26110729': 87, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
26440.0, {'247379907': 670.0, '252017285': -2.0, '256201389': 0, '26110729': 1363.0, '280120513': -28.0, '32319828': 11.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -70.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 14, '252017285': 3, '256201389': 0, '26110729': 80, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, 
26450.0, {'247379907': 864.0, '252017285': 2.0, '256201389': 0, '26110729': 180.0, '280120513': -30.0, '32319828': 0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': -77.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 11, '252017285': 1, '256201389': 0, '26110729': 75, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
26460.0, {'247379907': -23.0, '252017285': -13.0, '256201389': 0, '26110729': -295.0, '280120513': -38.0, '32319828': 0, '62426694': -21.0, 'cluster_1098574052_1098574061_247379905': -109.0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 22, '280120513': 4, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 10, '252017285': 2, '256201389': 0, '26110729': 73, '280120513': 5, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 11}, 
26470.0, {'247379907': 50.0, '252017285': -20.0, '256201389': 0, '26110729': -126.0, '280120513': -37.0, '32319828': 0, '62426694': 3.0, 'cluster_1098574052_1098574061_247379905': -117.0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 22, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 75, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, 
26480.0, {'247379907': -87.0, '252017285': 41.0, '256201389': 0, '26110729': 704.0, '280120513': -42.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -151.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 4, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 72, '280120513': 5, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 18}, 
26490.0, {'247379907': -96.0, '252017285': -10.0, '256201389': 0, '26110729': -506.0, '280120513': -65.0, '32319828': 0, '62426694': -68.0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 4, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 76, '280120513': 7, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 18}, 
26500.0, {'247379907': 708.0, '252017285': 14.0, '256201389': 0, '26110729': -781.0, '280120513': -70.0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': 566.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 4, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 80, '280120513': 7, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 14}, 
26510.0, {'247379907': 36.0, '252017285': -14.0, '256201389': 0, '26110729': -822.0, '280120513': 17.0, '32319828': 0, '62426694': -56.0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 32, '280120513': 4, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 86, '280120513': 4, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 14}, 
26520.0, {'247379907': -20.0, '252017285': 14.0, '256201389': 0, '26110729': 95.0, '280120513': 218.0, '32319828': -8.0, '62426694': -78.0, 'cluster_1098574052_1098574061_247379905': -114.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 3, '32319828': 1, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 89, '280120513': 4, '32319828': 1, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, 
26530.0, {'247379907': -23.0, '252017285': -4.0, '256201389': 0, '26110729': -412.0, '280120513': 35.0, '32319828': -10.0, '62426694': 47.0, 'cluster_1098574052_1098574061_247379905': -165.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 1, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 90, '280120513': 3, '32319828': 1, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 18}, 
26540.0, {'247379907': -47.0, '252017285': -36.0, '256201389': 0, '26110729': -900.0, '280120513': -30.0, '32319828': -10.0, '62426694': -70.0, 'cluster_1098574052_1098574061_247379905': 423.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 1, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 90, '280120513': 3, '32319828': 1, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 13}, 
26550.0, {'247379907': -50.0, '252017285': -68.0, '256201389': 0, '26110729': 56.0, '280120513': -40.0, '32319828': -10.0, '62426694': 113.0, 'cluster_1098574052_1098574061_247379905': -63.0}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 29, '280120513': 4, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 5, '252017285': 7, '256201389': 0, '26110729': 85, '280120513': 4, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 10}, 
26560.0, {'247379907': -50.0, '252017285': 32.0, '256201389': 0, '26110729': 741.0, '280120513': -42.0, '32319828': -10.0, '62426694': -47.0, 'cluster_1098574052_1098574061_247379905': 378.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 5, '32319828': 1, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 80, '280120513': 5, '32319828': 1, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 8}, 
26570.0, {'247379907': -53.0, '252017285': 40.0, '256201389': 0, '26110729': -471.0, '280120513': 127.0, '32319828': 48.0, '62426694': -59.0, 'cluster_1098574052_1098574061_247379905': -54.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 2, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 79, '280120513': 2, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 8}, 
26580.0, {'247379907': -63.0, '252017285': -40.0, '256201389': 0, '26110729': 201.0, '280120513': -19.0, '32319828': 0, '62426694': 136.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 28, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 76, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 8}, 
26590.0, {'247379907': 239.0, '252017285': -59.0, '256201389': 0, '26110729': 105.0, '280120513': -68.0, '32319828': 0, '62426694': 117.0, 'cluster_1098574052_1098574061_247379905': -98.0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 25, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 71, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
26600.0, {'247379907': -30.0, '252017285': -90.0, '256201389': 0, '26110729': 1037.0, '280120513': -95.0, '32319828': -8.0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -118.0}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 29, '280120513': 10, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 3, '252017285': 10, '256201389': 0, '26110729': 71, '280120513': 11, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 14}, 
26610.0, {'247379907': -38.0, '252017285': -18.0, '256201389': 0, '26110729': -39.0, '280120513': -110.0, '32319828': -22.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 293.0}, {'247379907': 5, '252017285': 8, '256201389': 0, '26110729': 29, '280120513': 10, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 5, '252017285': 10, '256201389': 0, '26110729': 76, '280120513': 11, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, 
26620.0, {'247379907': -58.0, '252017285': 85.0, '256201389': 0, '26110729': 1466.0, '280120513': 96.0, '32319828': 30.0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 28, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 6, '252017285': 10, '256201389': 0, '26110729': 68, '280120513': 7, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, 
26630.0, {'247379907': -60.0, '252017285': -25.0, '256201389': 0, '26110729': 66.0, '280120513': -70.0, '32319828': 0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': 108.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 7, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 6, '252017285': 9, '256201389': 0, '26110729': 67, '280120513': 7, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, 
26640.0, {'247379907': -60.0, '252017285': -6.0, '256201389': 0, '26110729': 472.0, '280120513': 101.0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 28, '280120513': 6, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 6, '252017285': 8, '256201389': 0, '26110729': 67, '280120513': 6, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, 
