25210.0, {'247379907': 71.0, '252017285': 0, '256201389': 0, '26110729': 7.0, '280120513': 3.0, '32319828': 0, '62426694': 36.0, 'cluster_1098574052_1098574061_247379905': 188.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26120.0, {'247379907': -101.0, '252017285': -30.0, '256201389': 0, '26110729': -466.0, '280120513': -6.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -53.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 71, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, 
26130.0, {'247379907': 108.0, '252017285': -40.0, '256201389': 0, '26110729': -621.0, '280120513': 6.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -67.0}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 70, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26140.0, {'247379907': 87.0, '252017285': 87.0, '256201389': 0, '26110729': 343.0, '280120513': 0, '32319828': 0, '62426694': -14.0, 'cluster_1098574052_1098574061_247379905': 111.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 63, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
26150.0, {'247379907': -85.0, '252017285': -16.0, '256201389': 0, '26110729': -650.0, '280120513': 0, '32319828': 0, '62426694': 36.0, 'cluster_1098574052_1098574061_247379905': 45.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 65, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26160.0, {'247379907': -117.0, '252017285': 32.0, '256201389': 0, '26110729': -247.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -19.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 65, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
26170.0, {'247379907': 32.0, '252017285': 3.0, '256201389': 0, '26110729': -675.0, '280120513': -13.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 23.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 68, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26180.0, {'247379907': 63.0, '252017285': -11.0, '256201389': 0, '26110729': -311.0, '280120513': -40.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 68, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26190.0, {'247379907': 38.0, '252017285': -29.0, '256201389': 0, '26110729': -132.0, '280120513': 53.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -16.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 13, '252017285': 5, '256201389': 0, '26110729': 69, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
26200.0, {'247379907': -5.0, '252017285': -59.0, '256201389': 0, '26110729': 666.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -4.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 7, '252017285': 6, '256201389': 0, '26110729': 61, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
26210.0, {'247379907': 5.0, '252017285': -60.0, '256201389': 0, '26110729': -320.0, '280120513': 0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 6, '252017285': 6, '256201389': 0, '26110729': 61, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26220.0, {'247379907': -28.0, '252017285': -60.0, '256201389': 0, '26110729': -615.0, '280120513': -1.0, '32319828': 0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 62, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
26230.0, {'247379907': -59.0, '252017285': 216.0, '256201389': 0, '26110729': -639.0, '280120513': -11.0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 66, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26240.0, {'247379907': 189.0, '252017285': -10.0, '256201389': 0, '26110729': -698.0, '280120513': 12.0, '32319828': 0, '62426694': -12.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 71, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, 
26250.0, {'247379907': 100.0, '252017285': -28.0, '256201389': 0, '26110729': -741.0, '280120513': 0, '32319828': 0, '62426694': 15.0, 'cluster_1098574052_1098574061_247379905': 91.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 77, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
26260.0, {'247379907': 13.0, '252017285': 36.0, '256201389': 0, '26110729': -460.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 8.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 78, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26270.0, {'247379907': 1.0, '252017285': -5.0, '256201389': 0, '26110729': 580.0, '280120513': 0, '32319828': 0, '62426694': -24.0, 'cluster_1098574052_1098574061_247379905': -7.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 79, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 4}, 
26280.0, {'247379907': -2.0, '252017285': -12.0, '256201389': 0, '26110729': -837.0, '280120513': 0, '32319828': 0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': -77.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 87, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 10}, 
26290.0, {'247379907': -10.0, '252017285': 23.0, '256201389': 0, '26110729': -861.0, '280120513': 0, '32319828': 0, '62426694': 15.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 90, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, 
26300.0, {'247379907': -10.0, '252017285': 0, '256201389': 0, '26110729': 871.0, '280120513': -2.0, '32319828': 0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': 43.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 87, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 7}, 
26310.0, {'247379907': -19.0, '252017285': 0, '256201389': 0, '26110729': 1752.0, '280120513': -10.0, '32319828': 0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -83.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 78, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 9}, 
26320.0, {'247379907': 42.0, '252017285': -2.0, '256201389': 0, '26110729': -564.0, '280120513': 12.0, '32319828': -5.0, '62426694': -53.0, 'cluster_1098574052_1098574061_247379905': -117.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 83, '280120513': 0, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 14}, 
26330.0, {'247379907': -13.0, '252017285': -19.0, '256201389': 0, '26110729': -127.0, '280120513': -1.0, '32319828': -25.0, '62426694': 117.0, 'cluster_1098574052_1098574061_247379905': 93.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 3, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 81, '280120513': 1, '32319828': 3, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 9}, 
26340.0, {'247379907': -20.0, '252017285': 19.0, '256201389': 0, '26110729': -811.0, '280120513': 1.0, '32319828': -30.0, '62426694': -21.0, 'cluster_1098574052_1098574061_247379905': -119.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 3, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 82, '280120513': 0, '32319828': 3, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, 
26350.0, {'247379907': -20.0, '252017285': -8.0, '256201389': 0, '26110729': -436.0, '280120513': -24.0, '32319828': -30.0, '62426694': 98.0, 'cluster_1098574052_1098574061_247379905': -136.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 80, '280120513': 3, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, 
26360.0, {'247379907': 13.0, '252017285': 10.0, '256201389': 0, '26110729': 963.0, '280120513': -30.0, '32319828': -38.0, '62426694': 12.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 76, '280120513': 3, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26370.0, {'247379907': 42.0, '252017285': 0, '256201389': 0, '26110729': -784.0, '280120513': 54.0, '32319828': 112.0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 80, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26380.0, {'247379907': 0, '252017285': -14.0, '256201389': 0, '26110729': 41.0, '280120513': -18.0, '32319828': -15.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 320.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 4, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 75, '280120513': 4, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26390.0, {'247379907': 0, '252017285': -29.0, '256201389': 0, '26110729': -438.0, '280120513': -40.0, '32319828': 31.0, '62426694': -12.0, 'cluster_1098574052_1098574061_247379905': -98.0}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 25, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 76, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26400.0, {'247379907': -3.0, '252017285': -46.0, '256201389': 0, '26110729': 954.0, '280120513': 36.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': 241.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 69, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
26410.0, {'247379907': -10.0, '252017285': 89.0, '256201389': 0, '26110729': -705.0, '280120513': -10.0, '32319828': 0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': 284.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 71, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, 
26420.0, {'247379907': 9.0, '252017285': 0, '256201389': 0, '26110729': -732.0, '280120513': 32.0, '32319828': 0, '62426694': 64.0, 'cluster_1098574052_1098574061_247379905': -5.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 76, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
26430.0, {'247379907': -18.0, '252017285': -8.0, '256201389': 0, '26110729': 231.0, '280120513': -3.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': 5.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 77, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 0}, 
26440.0, {'247379907': 22.0, '252017285': 5.0, '256201389': 0, '26110729': 1131.0, '280120513': -3.0, '32319828': 0, '62426694': 32.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 74, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26450.0, {'247379907': -6.0, '252017285': 3.0, '256201389': 0, '26110729': 116.0, '280120513': 6.0, '32319828': 0, '62426694': -14.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 75, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 0}, 
26460.0, {'247379907': -33.0, '252017285': -4.0, '256201389': 0, '26110729': 606.0, '280120513': -3.0, '32319828': 0, '62426694': -51.0, 'cluster_1098574052_1098574061_247379905': -22.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 67, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 4}, 
26470.0, {'247379907': -40.0, '252017285': -20.0, '256201389': 0, '26110729': 1138.0, '280120513': -10.0, '32319828': 0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': 22.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 60, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 0}, 
26480.0, {'247379907': -4.0, '252017285': -20.0, '256201389': 0, '26110729': 354.0, '280120513': -10.0, '32319828': 0, '62426694': -42.0, 'cluster_1098574052_1098574061_247379905': -18.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 60, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 3}, 
26490.0, {'247379907': -35.0, '252017285': 44.0, '256201389': 0, '26110729': 389.0, '280120513': -10.0, '32319828': 0, '62426694': -80.0, 'cluster_1098574052_1098574061_247379905': 16.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 56, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 1}, 
26500.0, {'247379907': -25.0, '252017285': -10.0, '256201389': 0, '26110729': 1133.0, '280120513': -10.0, '32319828': 0, '62426694': 22.0, 'cluster_1098574052_1098574061_247379905': -12.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 49, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 2}, 
26510.0, {'247379907': -39.0, '252017285': 10.0, '256201389': 0, '26110729': 1065.0, '280120513': 41.0, '32319828': 0, '62426694': 110.0, 'cluster_1098574052_1098574061_247379905': -9.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 44, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, 
26520.0, {'247379907': 172.0, '252017285': -7.0, '256201389': 0, '26110729': 525.0, '280120513': -37.0, '32319828': 0, '62426694': 46.0, 'cluster_1098574052_1098574061_247379905': -43.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 41, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
26530.0, {'247379907': 10.0, '252017285': 5.0, '256201389': 0, '26110729': 217.0, '280120513': -86.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -69.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 9, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 36, '280120513': 10, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
26540.0, {'247379907': -12.0, '252017285': 2.0, '256201389': 0, '26110729': -286.0, '280120513': -30.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -82.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 8, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 48, '280120513': 9, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
26550.0, {'247379907': 12.0, '252017285': -16.0, '256201389': 0, '26110729': -505.0, '280120513': 92.0, '32319828': 0, '62426694': 30.0, 'cluster_1098574052_1098574061_247379905': -94.0}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 54, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
26560.0, {'247379907': 0, '252017285': -32.0, '256201389': 0, '26110729': -538.0, '280120513': 29.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 55, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26570.0, {'247379907': 0, '252017285': -58.0, '256201389': 0, '26110729': 473.0, '280120513': 34.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 242.0}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 51, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
26580.0, {'247379907': 0, '252017285': -94.0, '256201389': 0, '26110729': 101.0, '280120513': 0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 0, '252017285': 10, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 12, '256201389': 0, '26110729': 50, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, 
26590.0, {'247379907': -7.0, '252017285': -120.0, '256201389': 0, '26110729': 83.0, '280120513': 0, '32319828': 0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': -77.0}, {'247379907': 1, '252017285': 10, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 12, '256201389': 0, '26110729': 51, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26600.0, {'247379907': -10.0, '252017285': 90.0, '256201389': 0, '26110729': 692.0, '280120513': -1.0, '32319828': 0, '62426694': -21.0, 'cluster_1098574052_1098574061_247379905': 125.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 1, '252017285': 8, '256201389': 0, '26110729': 47, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 6}, 
26610.0, {'247379907': 16.0, '252017285': -65.0, '256201389': 0, '26110729': 648.0, '280120513': 1.0, '32319828': 0, '62426694': 24.0, 'cluster_1098574052_1098574061_247379905': 183.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26620.0, {'247379907': -10.0, '252017285': 93.0, '256201389': 0, '26110729': 32.0, '280120513': 0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -5.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 38, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
26630.0, {'247379907': 11.0, '252017285': 161.0, '256201389': 0, '26110729': 361.0, '280120513': -10.0, '32319828': -5.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 0.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 36, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
