25210.0, {'247379907': 74.0, '252017285': 0, '256201389': 0, '26110729': 3580.0, '280120513': 2.0, '32319828': 0, '62426694': 2.0, 'cluster_1098574052_1098574061_247379905': 2202.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26130.0, {'247379907': -216.0, '252017285': 0, '256201389': 0, '26110729': -118.0, '280120513': -10.0, '32319828': -3.0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -218.0}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 25, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 1, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 23}, 
26140.0, {'247379907': -294.0, '252017285': 0, '256201389': 0, '26110729': -400.0, '280120513': -10.0, '32319828': -12.0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': 382.0}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 33, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 21}, 
26150.0, {'247379907': -342.0, '252017285': 0, '256201389': 0, '26110729': -412.0, '280120513': 27.0, '32319828': 15.0, '62426694': 6.0, 'cluster_1098574052_1098574061_247379905': 525.0}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 35, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26160.0, {'247379907': -290.0, '252017285': -5.0, '256201389': 0, '26110729': -440.0, '280120513': -18.0, '32319828': -6.0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -115.0}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 2, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 35, '252017285': 1, '256201389': 0, '26110729': 47, '280120513': 2, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
26170.0, {'247379907': -368.0, '252017285': 0.0, '256201389': 0, '26110729': -477.0, '280120513': -20.0, '32319828': 6.0, '62426694': -19.0, 'cluster_1098574052_1098574061_247379905': 115.0}, {'247379907': 19, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 39, '252017285': 2, '256201389': 0, '26110729': 50, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, 
26180.0, {'247379907': -407.0, '252017285': -1.0, '256201389': 0, '26110729': 578.0, '280120513': -20.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -114.0}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 41, '252017285': 1, '256201389': 0, '26110729': 48, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, 
26190.0, {'247379907': -410.0, '252017285': 0.0, '256201389': 0, '26110729': 647.0, '280120513': -24.0, '32319828': 0, '62426694': 45.0, 'cluster_1098574052_1098574061_247379905': -138.0}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 41, '252017285': 1, '256201389': 0, '26110729': 36, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
26200.0, {'247379907': -437.0, '252017285': -17.0, '256201389': 0, '26110729': -265.0, '280120513': -33.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 86.0}, {'247379907': 20, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 47, '252017285': 2, '256201389': 0, '26110729': 38, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26210.0, {'247379907': -478.0, '252017285': -20.0, '256201389': 0, '26110729': 125.0, '280120513': -48.0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -148.0}, {'247379907': 20, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 48, '252017285': 2, '256201389': 0, '26110729': 34, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26220.0, {'247379907': -480.0, '252017285': -29.0, '256201389': 0, '26110729': -361.0, '280120513': 147.0, '32319828': 0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 20, '252017285': 3, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 48, '252017285': 4, '256201389': 0, '26110729': 37, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, 
26230.0, {'247379907': -486.0, '252017285': 55.0, '256201389': 0, '26110729': -370.0, '280120513': -12.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': -159.0}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 49, '252017285': 1, '256201389': 0, '26110729': 37, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 20}, 
26240.0, {'247379907': 1308.0, '252017285': 4.0, '256201389': 0, '26110729': 16.0, '280120513': -25.0, '32319828': 0, '62426694': 19.0, 'cluster_1098574052_1098574061_247379905': 106.0}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 40, '252017285': 2, '256201389': 0, '26110729': 38, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26250.0, {'247379907': -404.0, '252017285': -20.0, '256201389': 0, '26110729': -368.0, '280120513': -32.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -175.0}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 41, '252017285': 2, '256201389': 0, '26110729': 37, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, 
26260.0, {'247379907': -410.0, '252017285': 33.0, '256201389': 0, '26110729': -140.0, '280120513': -63.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 177.0}, {'247379907': 17, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 41, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 19}, 
26270.0, {'247379907': 1276.0, '252017285': -6.0, '256201389': 0, '26110729': 506.0, '280120513': -80.0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -63.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 32, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26280.0, {'247379907': -193.0, '252017285': -10.0, '256201389': 0, '26110729': 365.0, '280120513': 127.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -200.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 30, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26290.0, {'247379907': -256.0, '252017285': -10.0, '256201389': 0, '26110729': -222.0, '280120513': 96.0, '32319828': 0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 162.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 29, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26300.0, {'247379907': -312.0, '252017285': 22.0, '256201389': 0, '26110729': 221.0, '280120513': 7.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -196.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 33, '252017285': 1, '256201389': 0, '26110729': 34, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 25}, 
26310.0, {'247379907': -330.0, '252017285': 4.0, '256201389': 0, '26110729': 570.0, '280120513': -9.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -129.0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 33, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 24}, 
26320.0, {'247379907': -332.0, '252017285': -11.0, '256201389': 0, '26110729': 312.0, '280120513': -15.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -259.0}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 34, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, 
26330.0, {'247379907': -359.0, '252017285': 3.0, '256201389': 0, '26110729': 403.0, '280120513': 24.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -279.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 24}, {'247379907': 36, '252017285': 1, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 29}, 
26340.0, {'247379907': -334.0, '252017285': 5.0, '256201389': 0, '26110729': 43.0, '280120513': -15.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -301.0}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 13, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 24}, {'247379907': 37, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
26350.0, {'247379907': 1750.0, '252017285': 3.0, '256201389': 0, '26110729': 334.0, '280120513': -30.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -313.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 25}, {'247379907': 27, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 32}, 
26360.0, {'247379907': 1161.0, '252017285': -9.0, '256201389': 0, '26110729': -145.0, '280120513': 0.0, '32319828': 0, '62426694': 16.0, 'cluster_1098574052_1098574061_247379905': -333.0}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 25, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 34}, 
26370.0, {'247379907': -250.0, '252017285': 9.0, '256201389': 0, '26110729': 205.0, '280120513': -20.0, '32319828': -8.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -342.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 25, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 35}, 
26380.0, {'247379907': -185.0, '252017285': 0, '256201389': 0, '26110729': -257.0, '280120513': -37.0, '32319828': 8.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -363.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 23, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 38}, 
26390.0, {'247379907': 1571.0, '252017285': 0, '256201389': 0, '26110729': -285.0, '280120513': 91.0, '32319828': -2.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -380.0}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 38}, 
26400.0, {'247379907': 142.0, '252017285': 0, '256201389': 0, '26110729': -111.0, '280120513': -10.0, '32319828': 2.0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': 575.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 32}, 
26410.0, {'247379907': -120.0, '252017285': 0, '256201389': 0, '26110729': -376.0, '280120513': -10.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -320.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 32}, 
26420.0, {'247379907': -109.0, '252017285': 0, '256201389': 0, '26110729': 113.0, '280120513': -10.0, '32319828': -1.0, '62426694': -28.0, 'cluster_1098574052_1098574061_247379905': 625.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 1, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 54, '280120513': 1, '32319828': 1, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 28}, 
26430.0, {'247379907': -130.0, '252017285': -10.0, '256201389': 0, '26110729': -421.0, '280120513': 41.0, '32319828': -10.0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': -257.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 52, '280120513': 0, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 26}, 
26440.0, {'247379907': -59.0, '252017285': -35.0, '256201389': 0, '26110729': 130.0, '280120513': -4.0, '32319828': -11.0, '62426694': 59.0, 'cluster_1098574052_1098574061_247379905': -276.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 11, '252017285': 4, '256201389': 0, '26110729': 48, '280120513': 1, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 29}, 
26450.0, {'247379907': -119.0, '252017285': -48.0, '256201389': 0, '26110729': -369.0, '280120513': -10.0, '32319828': 22.0, '62426694': -21.0, 'cluster_1098574052_1098574061_247379905': -292.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 13, '252017285': 6, '256201389': 0, '26110729': 47, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 30}, 
26460.0, {'247379907': -139.0, '252017285': 93.0, '256201389': 0, '26110729': 215.0, '280120513': 8.0, '32319828': 0, '62426694': -65.0, 'cluster_1098574052_1098574061_247379905': -313.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 42, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 33}, 
26470.0, {'247379907': -121.0, '252017285': -13.0, '256201389': 0, '26110729': -329.0, '280120513': 6.0, '32319828': 0, '62426694': -87.0, 'cluster_1098574052_1098574061_247379905': 736.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 31}, 
26480.0, {'247379907': -130.0, '252017285': 11.0, '256201389': 0, '26110729': -400.0, '280120513': 0, '32319828': 0, '62426694': 33.0, 'cluster_1098574052_1098574061_247379905': -286.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 29}, 
26490.0, {'247379907': 2035.0, '252017285': 2.0, '256201389': 0, '26110729': 78.0, '280120513': 0, '32319828': 0, '62426694': 98.0, 'cluster_1098574052_1098574061_247379905': -53.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 31}, 
26500.0, {'247379907': 1274.0, '252017285': -1.0, '256201389': 0, '26110729': -400.0, '280120513': -11.0, '32319828': 0, '62426694': 57.0, 'cluster_1098574052_1098574061_247379905': -321.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 40, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 33}, 
26510.0, {'247379907': -20.0, '252017285': -15.0, '256201389': 0, '26110729': -418.0, '280120513': -46.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -338.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 7, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 45, '280120513': 7, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 34}, 
26520.0, {'247379907': -20.0, '252017285': -20.0, '256201389': 0, '26110729': -478.0, '280120513': -78.0, '32319828': 0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': -349.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 31, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 49, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 37}, 
26530.0, {'247379907': -23.0, '252017285': 36.0, '256201389': 0, '26110729': -53.0, '280120513': -96.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 891.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 10, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 48, '280120513': 11, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 32}, 
26540.0, {'247379907': -46.0, '252017285': -8.0, '256201389': 0, '26110729': -21.0, '280120513': 20.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -294.0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 49, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
26550.0, {'247379907': -50.0, '252017285': -35.0, '256201389': 0, '26110729': -477.0, '280120513': -86.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 4, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 9, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 51, '280120513': 9, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 31}, 
26560.0, {'247379907': 152.0, '252017285': 22.0, '256201389': 0, '26110729': -510.0, '280120513': 73.0, '32319828': 0, '62426694': -27.0, 'cluster_1098574052_1098574061_247379905': 836.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 7, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 51, '280120513': 7, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 28}, 
26570.0, {'247379907': -10.0, '252017285': -4.0, '256201389': 0, '26110729': -510.0, '280120513': -70.0, '32319828': 0, '62426694': -19.0, 'cluster_1098574052_1098574061_247379905': -280.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 7, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 51, '280120513': 7, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 28}, 
26580.0, {'247379907': -11.0, '252017285': -20.0, '256201389': 0, '26110729': -510.0, '280120513': 114.0, '32319828': 0, '62426694': 63.0, 'cluster_1098574052_1098574061_247379905': -280.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 51, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 28}, 
26590.0, {'247379907': -20.0, '252017285': -21.0, '256201389': 0, '26110729': 656.0, '280120513': -47.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -302.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 31, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 53, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 31}, 
26600.0, {'247379907': 68.0, '252017285': -35.0, '256201389': 0, '26110729': -548.0, '280120513': -76.0, '32319828': -13.0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 10, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 55, '280120513': 10, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 31}, 
26610.0, {'247379907': 0, '252017285': 44.0, '256201389': 0, '26110729': -555.0, '280120513': -100.0, '32319828': -22.0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 10, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 56, '280120513': 10, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
26620.0, {'247379907': -7.0, '252017285': 11.0, '256201389': 0, '26110729': -560.0, '280120513': -102.0, '32319828': -35.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 32, '280120513': 11, '32319828': 4, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 56, '280120513': 11, '32319828': 4, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
26630.0, {'247379907': -10.0, '252017285': -77.0, '256201389': 0, '26110729': -561.0, '280120513': -122.0, '32319828': 48.0, '62426694': 17.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 1, '252017285': 9, '256201389': 0, '26110729': 32, '280120513': 12, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 9, '256201389': 0, '26110729': 57, '280120513': 13, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
26640.0, {'247379907': -10.0, '252017285': -3.0, '256201389': 0, '26110729': 112.0, '280120513': -131.0, '32319828': -14.0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 30, '280120513': 13, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 59, '280120513': 14, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 31}, 
