25210.0, {'247379907': 87367.0, '252017285': 41.0, '256201389': 0, '26110729': 1507.0, '280120513': 5.0, '32319828': 13.0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 73.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26130.0, {'247379907': 26.0, '252017285': 15.0, '256201389': 0, '26110729': 653.0, '280120513': -1.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -262.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 39, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27}, 
26140.0, {'247379907': -45.0, '252017285': 0, '256201389': 0, '26110729': -412.0, '280120513': -10.0, '32319828': 0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': -299.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 31}, 
26150.0, {'247379907': -59.0, '252017285': 0, '256201389': 0, '26110729': 461.0, '280120513': 21.0, '32319828': 0, '62426694': 13.0, 'cluster_1098574052_1098574061_247379905': -317.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 32}, 
26160.0, {'247379907': -107.0, '252017285': 0, '256201389': 0, '26110729': -199.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -305.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 47, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 32}, 
26170.0, {'247379907': -116.0, '252017285': 0, '256201389': 0, '26110729': -443.0, '280120513': -22.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 490.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 54, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27}, 
26180.0, {'247379907': -166.0, '252017285': 0, '256201389': 0, '26110729': -579.0, '280120513': 22.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -176.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 19}, {'247379907': 21, '252017285': 0, '256201389': 0, '26110729': 60, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
26190.0, {'247379907': 251.0, '252017285': -1.0, '256201389': 0, '26110729': -398.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 19}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 59, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
26200.0, {'247379907': 213.0, '252017285': -18.0, '256201389': 0, '26110729': -351.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 528.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 57, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 29}, 
26210.0, {'247379907': 29.0, '252017285': 12.0, '256201389': 0, '26110729': -618.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 411.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 67, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 25}, 
26220.0, {'247379907': -7.0, '252017285': -10.0, '256201389': 0, '26110729': -707.0, '280120513': 0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': 51.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 72, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26230.0, {'247379907': -10.0, '252017285': -17.0, '256201389': 0, '26110729': -409.0, '280120513': 0, '32319828': 0, '62426694': 3.0, 'cluster_1098574052_1098574061_247379905': -204.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 68, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 21}, 
26240.0, {'247379907': -10.0, '252017285': -33.0, '256201389': 0, '26110729': -231.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -127.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 64, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 26}, 
26250.0, {'247379907': -10.0, '252017285': -40.0, '256201389': 0, '26110729': -677.0, '280120513': 0, '32319828': 0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': 69.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 71, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 24}, 
26260.0, {'247379907': -26.0, '252017285': 107.0, '256201389': 0, '26110729': 1037.0, '280120513': 0, '32319828': -5.0, '62426694': -32.0, 'cluster_1098574052_1098574061_247379905': -238.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 24}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 62, '280120513': 0, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 27}, 
26270.0, {'247379907': -31.0, '252017285': -10.0, '256201389': 0, '26110729': 1349.0, '280120513': 0, '32319828': 5.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': 324.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 24}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 53, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 27}, 
26280.0, {'247379907': -63.0, '252017285': -29.0, '256201389': 0, '26110729': 82.0, '280120513': 0, '32319828': -9.0, '62426694': -34.0, 'cluster_1098574052_1098574061_247379905': -261.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 2, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 9, '252017285': 3, '256201389': 0, '26110729': 49, '280120513': 0, '32319828': 2, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 27}, 
26290.0, {'247379907': 111.0, '252017285': 39.0, '256201389': 0, '26110729': 148.0, '280120513': -5.0, '32319828': -31.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': 49.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 1, '32319828': 4, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 47, '280120513': 2, '32319828': 4, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 25}, 
26300.0, {'247379907': -82.0, '252017285': -11.0, '256201389': 0, '26110729': -277.0, '280120513': 5.0, '32319828': 40.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -75.0}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 12, '252017285': 2, '256201389': 0, '26110729': 54, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 23}, 
26310.0, {'247379907': -156.0, '252017285': 11.0, '256201389': 0, '26110729': -84.0, '280120513': 0, '32319828': -21.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -237.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 4, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 50, '280120513': 0, '32319828': 4, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 24}, 
26320.0, {'247379907': -194.0, '252017285': -7.0, '256201389': 0, '26110729': -516.0, '280120513': 0, '32319828': 21.0, '62426694': -63.0, 'cluster_1098574052_1098574061_247379905': -240.0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 20, '252017285': 2, '256201389': 0, '26110729': 54, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 24}, 
26330.0, {'247379907': -207.0, '252017285': -28.0, '256201389': 0, '26110729': -219.0, '280120513': 0, '32319828': -6.0, '62426694': -78.0, 'cluster_1098574052_1098574061_247379905': -241.0}, {'247379907': 14, '252017285': 3, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 2, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 22, '252017285': 4, '256201389': 0, '26110729': 52, '280120513': 0, '32319828': 2, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 25}, 
26340.0, {'247379907': -39.0, '252017285': 35.0, '256201389': 0, '26110729': -527.0, '280120513': 0, '32319828': 6.0, '62426694': -63.0, 'cluster_1098574052_1098574061_247379905': -295.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 28}, {'247379907': 19, '252017285': 0, '256201389': 0, '26110729': 53, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 33}, 
26350.0, {'247379907': -190.0, '252017285': -14.0, '256201389': 0, '26110729': 1018.0, '280120513': 0, '32319828': 0, '62426694': 225.0, 'cluster_1098574052_1098574061_247379905': -215.0}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 29}, {'247379907': 19, '252017285': 3, '256201389': 0, '26110729': 50, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 32}, 
26360.0, {'247379907': -190.0, '252017285': 14.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': -5.0, '62426694': -60.0, 'cluster_1098574052_1098574061_247379905': -327.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 30}, {'247379907': 19, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 0, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 33}, 
26370.0, {'247379907': 31.0, '252017285': -8.0, '256201389': 0, '26110729': 529.0, '280120513': 0, '32319828': 5.0, '62426694': 206.0, 'cluster_1098574052_1098574061_247379905': -332.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 30}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 48, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 34}, 
26380.0, {'247379907': 138.0, '252017285': 8.0, '256201389': 0, '26110729': 1434.0, '280120513': -1.0, '32319828': 0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': -349.0}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 30}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 35}, 
26390.0, {'247379907': 462.0, '252017285': -3.0, '256201389': 0, '26110729': 29.0, '280120513': -10.0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': 590.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 44, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 29}, 
26400.0, {'247379907': 176.0, '252017285': -10.0, '256201389': 0, '26110729': -456.0, '280120513': 11.0, '32319828': 0, '62426694': -55.0, 'cluster_1098574052_1098574061_247379905': -297.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 46, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 32}, 
26410.0, {'247379907': -60.0, '252017285': 13.0, '256201389': 0, '26110729': -40.0, '280120513': 0, '32319828': 0, '62426694': -79.0, 'cluster_1098574052_1098574061_247379905': 23.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 44, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 28}, 
26420.0, {'247379907': 32.0, '252017285': 0, '256201389': 0, '26110729': 330.0, '280120513': 0, '32319828': 0, '62426694': 185.0, 'cluster_1098574052_1098574061_247379905': -287.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 46, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 30}, 
26430.0, {'247379907': -60.0, '252017285': -10.0, '256201389': 0, '26110729': 48.0, '280120513': -6.0, '32319828': 0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -308.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 44, '280120513': 2, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 32}, 
26440.0, {'247379907': 68.0, '252017285': 0.0, '256201389': 0, '26110729': 409.0, '280120513': 0.0, '32319828': 0, '62426694': -77.0, 'cluster_1098574052_1098574061_247379905': -320.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 39, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 32}, 
26450.0, {'247379907': 316.0, '252017285': 10.0, '256201389': 0, '26110729': 73.0, '280120513': 6.0, '32319828': 0, '62426694': -100.0, 'cluster_1098574052_1098574061_247379905': -321.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 33}, 
26460.0, {'247379907': -18.0, '252017285': -7.0, '256201389': 0, '26110729': 446.0, '280120513': -4.0, '32319828': 0, '62426694': 115.0, 'cluster_1098574052_1098574061_247379905': -351.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 28}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 36}, 
26470.0, {'247379907': 1.0, '252017285': 7.0, '256201389': 0, '26110729': 161.0, '280120513': 1.0, '32319828': 0, '62426694': 182.0, 'cluster_1098574052_1098574061_247379905': 701.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 34, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 34}, 
26480.0, {'247379907': -19.0, '252017285': 0, '256201389': 0, '26110729': -201.0, '280120513': -22.0, '32319828': 0, '62426694': 67.0, 'cluster_1098574052_1098574061_247379905': -326.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 33}, 
26490.0, {'247379907': -6.0, '252017285': 0, '256201389': 0, '26110729': 318.0, '280120513': 6.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -352.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 28}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 37}, 
26500.0, {'247379907': -30.0, '252017285': 0, '256201389': 0, '26110729': 12.0, '280120513': -41.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -360.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 28}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 37}, 
26510.0, {'247379907': -30.0, '252017285': -31.0, '256201389': 0, '26110729': 175.0, '280120513': 0.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -363.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 38}, 
26520.0, {'247379907': -30.0, '252017285': -41.0, '256201389': 0, '26110729': -161.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -390.0}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 17, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, {'247379907': 3, '252017285': 5, '256201389': 0, '26110729': 17, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 43}, 
26530.0, {'247379907': 133.0, '252017285': -50.0, '256201389': 0, '26110729': 464.0, '280120513': -56.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 842.0}, {'247379907': 0, '252017285': 4, '256201389': 0, '26110729': 14, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 27}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 16, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 40}, 
26540.0, {'247379907': -9.0, '252017285': 89.0, '256201389': 0, '26110729': -183.0, '280120513': 105.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1176.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 20, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 23, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 31}, 
26550.0, {'247379907': -10.0, '252017285': -5.0, '256201389': 0, '26110729': -275.0, '280120513': -20.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -130.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 26, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 27}, 
26560.0, {'247379907': -10.0, '252017285': -30.0, '256201389': 0, '26110729': 135.0, '280120513': -20.0, '32319828': 0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': -287.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 29}, 
26570.0, {'247379907': 29.0, '252017285': -47.0, '256201389': 0, '26110729': -284.0, '280120513': 81.0, '32319828': 0, '62426694': -43.0, 'cluster_1098574052_1098574061_247379905': 816.0}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 24}, 
26580.0, {'247379907': -1.0, '252017285': -90.0, '256201389': 0, '26110729': 200.0, '280120513': 0, '32319828': 0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -242.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 1, '252017285': 9, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 25}, 
26590.0, {'247379907': -10.0, '252017285': 60.0, '256201389': 0, '26110729': -286.0, '280120513': 0, '32319828': 0, '62426694': 86.0, 'cluster_1098574052_1098574061_247379905': 883.0}, {'247379907': 1, '252017285': 6, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 1, '252017285': 8, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 19}, 
26600.0, {'247379907': -18.0, '252017285': 56.0, '256201389': 0, '26110729': -333.0, '280120513': 0, '32319828': 0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 1282.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26610.0, {'247379907': -36.0, '252017285': 17.0, '256201389': 0, '26110729': 67.0, '280120513': 0, '32319828': 0, '62426694': -24.0, 'cluster_1098574052_1098574061_247379905': 156.0}, {'247379907': 2, '252017285': 6, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, 
26620.0, {'247379907': 65.0, '252017285': -73.0, '256201389': 0, '26110729': -400.0, '280120513': -7.0, '32319828': 0, '62426694': 47.0, 'cluster_1098574052_1098574061_247379905': -122.0}, {'247379907': 0, '252017285': 9, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 9, '256201389': 0, '26110729': 41, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26630.0, {'247379907': 0, '252017285': 20.0, '256201389': 0, '26110729': -375.0, '280120513': -10.0, '32319828': 0, '62426694': -18.0, 'cluster_1098574052_1098574061_247379905': 776.0}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 42, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 8}, 
26640.0, {'247379907': 0, '252017285': 78.0, '256201389': 0, '26110729': -454.0, '280120513': 17.0, '32319828': 0, '62426694': -52.0, 'cluster_1098574052_1098574061_247379905': 207.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 31, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 49, '280120513': 0, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 7}, 
