25210.0, {'247379907': 798.0, '252017285': 16.0, '256201389': 0, '26110729': 2822.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26130.0, {'247379907': -12.0, '252017285': 22.0, '256201389': 0, '26110729': -23.0, '280120513': -10.0, '32319828': -11.0, '62426694': -23.0, 'cluster_1098574052_1098574061_247379905': -113.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 58, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 13}, 
26140.0, {'247379907': -28.0, '252017285': 0, '256201389': 0, '26110729': 48.0, '280120513': 18.0, '32319828': 11.0, '62426694': 27.0, 'cluster_1098574052_1098574061_247379905': -137.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 53, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26150.0, {'247379907': 8.0, '252017285': 0, '256201389': 0, '26110729': 109.0, '280120513': 0, '32319828': -3.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -159.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 48, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, 
26160.0, {'247379907': -46.0, '252017285': 0, '256201389': 0, '26110729': 119.0, '280120513': -19.0, '32319828': -15.0, '62426694': 15.0, 'cluster_1098574052_1098574061_247379905': -161.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 3, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 44, '280120513': 3, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, 
26170.0, {'247379907': 13.0, '252017285': -10.0, '256201389': 0, '26110729': -63.0, '280120513': 19.0, '32319828': 18.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -184.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 39, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, 
26180.0, {'247379907': -21.0, '252017285': 10.0, '256201389': 0, '26110729': -291.0, '280120513': 0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -228.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 25}, 
26190.0, {'247379907': -29.0, '252017285': 0, '256201389': 0, '26110729': -441.0, '280120513': -1.0, '32319828': 0, '62426694': -14.0, 'cluster_1098574052_1098574061_247379905': -257.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 46, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 26}, 
26200.0, {'247379907': 82.0, '252017285': 0, '256201389': 0, '26110729': -324.0, '280120513': 1.0, '32319828': 0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': 417.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 52, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, 
26210.0, {'247379907': -20.0, '252017285': 0, '256201389': 0, '26110729': -559.0, '280120513': -1.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -226.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 60, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, 
26220.0, {'247379907': 48.0, '252017285': -8.0, '256201389': 0, '26110729': 237.0, '280120513': -19.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 413.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 61, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26230.0, {'247379907': -10.0, '252017285': -31.0, '256201389': 0, '26110729': -619.0, '280120513': 20.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -191.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 63, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 21}, 
26240.0, {'247379907': -20.0, '252017285': -40.0, '256201389': 0, '26110729': 296.0, '280120513': 0, '32319828': 0, '62426694': -21.0, 'cluster_1098574052_1098574061_247379905': -234.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 58, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 25}, 
26250.0, {'247379907': -30.0, '252017285': 79.0, '256201389': 0, '26110729': 205.0, '280120513': 0, '32319828': 0, '62426694': -44.0, 'cluster_1098574052_1098574061_247379905': -262.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 19}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 57, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 28}, 
26260.0, {'247379907': -36.0, '252017285': 0, '256201389': 0, '26110729': -39.0, '280120513': 0, '32319828': -9.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -269.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 52, '280120513': 0, '32319828': 1, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 30}, 
26270.0, {'247379907': -42.0, '252017285': -16.0, '256201389': 0, '26110729': 219.0, '280120513': 0, '32319828': 9.0, '62426694': 39.0, 'cluster_1098574052_1098574061_247379905': 274.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 30}, 
26280.0, {'247379907': 137.0, '252017285': -20.0, '256201389': 0, '26110729': -278.0, '280120513': 0, '32319828': -10.0, '62426694': -37.0, 'cluster_1098574052_1098574061_247379905': 26.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 25}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 41, '280120513': 0, '32319828': 2, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 26}, 
26290.0, {'247379907': -10.0, '252017285': 36.0, '256201389': 0, '26110729': 488.0, '280120513': -21.0, '32319828': -38.0, '62426694': -50.0, 'cluster_1098574052_1098574061_247379905': -275.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 3, '32319828': 5, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 26}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 37, '280120513': 3, '32319828': 5, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 30}, 
26300.0, {'247379907': 13.0, '252017285': 0, '256201389': 0, '26110729': -370.0, '280120513': -30.0, '32319828': 48.0, '62426694': 56.0, 'cluster_1098574052_1098574061_247379905': -67.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 25}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 37, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 27}, 
26310.0, {'247379907': 3.0, '252017285': 0, '256201389': 0, '26110729': -413.0, '280120513': 51.0, '32319828': 0, '62426694': 127.0, 'cluster_1098574052_1098574061_247379905': 98.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 23}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 44, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 24}, 
26320.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -444.0, '280120513': 0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 510.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 45, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, 
26330.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 367.0, '280120513': 0, '32319828': 0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': -205.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 41, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 24}, 
26340.0, {'247379907': -9.0, '252017285': -4.0, '256201389': 0, '26110729': 478.0, '280120513': -1.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -249.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 36, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 25}, 
26350.0, {'247379907': -10.0, '252017285': -10.0, '256201389': 0, '26110729': -390.0, '280120513': -19.0, '32319828': 0, '62426694': -22.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 21}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 21}, 
26360.0, {'247379907': -30.0, '252017285': -23.0, '256201389': 0, '26110729': 48.0, '280120513': -20.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -219.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 4, '252017285': 3, '256201389': 0, '26110729': 38, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 23}, 
26370.0, {'247379907': -25.0, '252017285': 37.0, '256201389': 0, '26110729': 646.0, '280120513': -20.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -230.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 22}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 23}, 
26380.0, {'247379907': -48.0, '252017285': 0, '256201389': 0, '26110729': 390.0, '280120513': -20.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': 329.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 19}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 20}, 
26390.0, {'247379907': 100.0, '252017285': 0, '256201389': 0, '26110729': -284.0, '280120513': 80.0, '32319828': 0, '62426694': -47.0, 'cluster_1098574052_1098574061_247379905': -206.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 22}, 
26400.0, {'247379907': -49.0, '252017285': 0, '256201389': 0, '26110729': 496.0, '280120513': 0, '32319828': 0, '62426694': 132.0, 'cluster_1098574052_1098574061_247379905': -228.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 20}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 23}, 
26410.0, {'247379907': -78.0, '252017285': -10.0, '256201389': 0, '26110729': -322.0, '280120513': -1.0, '32319828': 0, '62426694': 37.0, 'cluster_1098574052_1098574061_247379905': 346.0}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, {'247379907': 8, '252017285': 3, '256201389': 0, '26110729': 34, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
26420.0, {'247379907': -93.0, '252017285': -30.0, '256201389': 0, '26110729': -41.0, '280120513': -23.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 655.0}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 10, '252017285': 3, '256201389': 0, '26110729': 34, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26430.0, {'247379907': -108.0, '252017285': -45.0, '256201389': 0, '26110729': -130.0, '280120513': 20.0, '32319828': -9.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 36.0}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 11, '252017285': 5, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26440.0, {'247379907': 96.0, '252017285': -70.0, '256201389': 0, '26110729': -355.0, '280120513': -25.0, '32319828': 9.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -128.0}, {'247379907': 3, '252017285': 5, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 6, '252017285': 8, '256201389': 0, '26110729': 36, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26450.0, {'247379907': 253.0, '252017285': 83.0, '256201389': 0, '26110729': -380.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -142.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 43, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26460.0, {'247379907': -18.0, '252017285': 72.0, '256201389': 0, '26110729': 81.0, '280120513': -33.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 37, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26470.0, {'247379907': 19.0, '252017285': -10.0, '256201389': 0, '26110729': 480.0, '280120513': 73.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -183.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, 
26480.0, {'247379907': -17.0, '252017285': -20.0, '256201389': 0, '26110729': 202.0, '280120513': 11.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -228.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 25}, 
26490.0, {'247379907': -28.0, '252017285': 29.0, '256201389': 0, '26110729': -379.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 537.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 39, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 19}, 
26500.0, {'247379907': -40.0, '252017285': -11.0, '256201389': 0, '26110729': 591.0, '280120513': 16.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -195.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 20}, 
26510.0, {'247379907': -40.0, '252017285': 9.0, '256201389': 0, '26110729': 452.0, '280120513': -20.0, '32319828': 0, '62426694': 6.0, 'cluster_1098574052_1098574061_247379905': -209.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 22}, 
26520.0, {'247379907': 88.0, '252017285': 3.0, '256201389': 0, '26110729': 931.0, '280120513': -20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -234.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 24}, 
26530.0, {'247379907': 37.0, '252017285': -4.0, '256201389': 0, '26110729': 624.0, '280120513': 37.0, '32319828': -10.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -248.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 26}, 
26540.0, {'247379907': -12.0, '252017285': -32.0, '256201389': 0, '26110729': -114.0, '280120513': -10.0, '32319828': 10.0, '62426694': -22.0, 'cluster_1098574052_1098574061_247379905': -260.0}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 15, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 27, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 26}, 
26550.0, {'247379907': -20.0, '252017285': 20.0, '256201389': 0, '26110729': -299.0, '280120513': -10.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -284.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 30}, 
26560.0, {'247379907': -20.0, '252017285': 3.0, '256201389': 0, '26110729': 414.0, '280120513': -10.0, '32319828': 0, '62426694': 61.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
26570.0, {'247379907': 16.0, '252017285': 4.0, '256201389': 0, '26110729': 75.0, '280120513': -11.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 33, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 30}, 
26580.0, {'247379907': -34.0, '252017285': 9.0, '256201389': 0, '26110729': -363.0, '280120513': -36.0, '32319828': 0, '62426694': -23.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 5, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 30}, 
26590.0, {'247379907': -50.0, '252017285': -15.0, '256201389': 0, '26110729': 5.0, '280120513': 15.0, '32319828': 0, '62426694': 32.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 25, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 44, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
26600.0, {'247379907': -50.0, '252017285': -40.0, '256201389': 0, '26110729': 201.0, '280120513': -53.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 20, '280120513': 6, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 39, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 30}, 
26610.0, {'247379907': -58.0, '252017285': -65.0, '256201389': 0, '26110729': 140.0, '280120513': -74.0, '32319828': -1.0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 18, '280120513': 6, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 6, '252017285': 8, '256201389': 0, '26110729': 37, '280120513': 8, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 30}, 
26620.0, {'247379907': 228.0, '252017285': -95.0, '256201389': 0, '26110729': 100.0, '280120513': -83.0, '32319828': 1.0, '62426694': -28.0, 'cluster_1098574052_1098574061_247379905': 1161.0}, {'247379907': 0, '252017285': 10, '256201389': 0, '26110729': 18, '280120513': 7, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 0, '252017285': 10, '256201389': 0, '26110729': 35, '280120513': 9, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 24}, 
26630.0, {'247379907': -7.0, '252017285': -100.0, '256201389': 0, '26110729': -229.0, '280120513': -90.0, '32319828': 0, '62426694': -72.0, 'cluster_1098574052_1098574061_247379905': 1851.0}, {'247379907': 1, '252017285': 10, '256201389': 0, '26110729': 18, '280120513': 7, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 1, '252017285': 10, '256201389': 0, '26110729': 31, '280120513': 9, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 14}, 
26640.0, {'247379907': -10.0, '252017285': -100.0, '256201389': 0, '26110729': 151.0, '280120513': 198.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 1, '252017285': 10, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 1, '252017285': 10, '256201389': 0, '26110729': 28, '280120513': 4, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 14}, 
