57610.0, {'1863241632': 0, '2330725114': 71.0, '243351999': 145.0, '243641585': 520.0, '243749571': 6298.0, '30503246': 221.0, '30624898': 445.0, '32564122': 35.0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 123.0, 'cluster_1757124350_1757124352': 60.0, 'cluster_1863241547_1863241548_1976170214': 173.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 410.0, 'gneJ207': 0, 'gneJ208': 33.0, 'gneJ210': 92.0, 'gneJ255': 8.0, 'gneJ257': 25.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
60190.0, {'1863241632': -6.0, '2330725114': 6.0, '243351999': 0, '243641585': -550.0, '243749571': -100.0, '30503246': -27.0, '30624898': 338.0, '32564122': 0, '89127267': -51.0, '89173763': 256.0, '89173808': -27.0, 'cluster_1427494838_273472399': -47.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -40.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -10.0, 'gneJ143': -1.0, 'gneJ207': 144.0, 'gneJ208': 10.0, 'gneJ210': 184.0, 'gneJ255': -14.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 8, '32564122': 0, '89127267': 6, '89173763': 8, '89173808': 3, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 12, '30503246': 3, '30624898': 13, '32564122': 0, '89127267': 6, '89173763': 13, '89173808': 4, 'cluster_1427494838_273472399': 6, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 4, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 8, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 20}, 
60200.0, {'1863241632': -10.0, '2330725114': 0, '243351999': -1.0, '243641585': -550.0, '243749571': -120.0, '30503246': 158.0, '30624898': -130.0, '32564122': 0, '89127267': 86.0, '89173763': 143.0, '89173808': -48.0, 'cluster_1427494838_273472399': 28.0, 'cluster_1757124350_1757124352': -1.0, 'cluster_1863241547_1863241548_1976170214': -40.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -10.0, 'gneJ143': -22.0, 'gneJ207': -57.0, 'gneJ208': -10.0, 'gneJ210': -8.0, 'gneJ255': -34.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 1, '243641585': 23, '243749571': 7, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 4, '89173763': 3, '89173808': 4, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 2, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 0, '243351999': 1, '243641585': 55, '243749571': 12, '30503246': 1, '30624898': 13, '32564122': 0, '89127267': 6, '89173763': 5, '89173808': 5, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 4, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 4, 'gneJ207': 7, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 4, 'gneJ257': 20}, 
60210.0, {'1863241632': -10.0, '2330725114': 0, '243351999': 1.0, '243641585': -550.0, '243749571': -146.0, '30503246': -11.0, '30624898': 599.0, '32564122': 0, '89127267': 44.0, '89173763': 31.0, '89173808': 35.0, 'cluster_1427494838_273472399': -78.0, 'cluster_1757124350_1757124352': -14.0, 'cluster_1863241547_1863241548_1976170214': 260.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 26.0, 'gneJ143': -22.0, 'gneJ207': 312.0, 'gneJ208': -10.0, 'gneJ210': -12.0, 'gneJ255': -26.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 8, '32564122': 0, '89127267': 3, '89173763': 1, '89173808': 2, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 15, '30503246': 2, '30624898': 10, '32564122': 0, '89127267': 3, '89173763': 2, '89173808': 3, 'cluster_1427494838_273472399': 10, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 3, 'gneJ257': 20}, 
60220.0, {'1863241632': -20.0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -166.0, '30503246': 14.0, '30624898': 343.0, '32564122': 0, '89127267': -39.0, '89173763': 5.0, '89173808': 12.0, 'cluster_1427494838_273472399': -17.0, 'cluster_1757124350_1757124352': -38.0, 'cluster_1863241547_1863241548_1976170214': -19.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 45.0, 'gneJ207': -20.0, 'gneJ208': -10.0, 'gneJ210': -47.0, 'gneJ255': -30.0, 'gneJ257': -200.0}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 5, '32564122': 0, '89127267': 5, '89173763': 1, '89173808': 2, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 3, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 19, '30503246': 2, '30624898': 10, '32564122': 0, '89127267': 5, '89173763': 2, '89173808': 2, 'cluster_1427494838_273472399': 8, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 5, 'gneJ255': 3, 'gneJ257': 20}, 
60230.0, {'1863241632': 0.0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -19.0, '30503246': -24.0, '30624898': -120.0, '32564122': 0, '89127267': -50.0, '89173763': -23.0, '89173808': 33.0, 'cluster_1427494838_273472399': 142.0, 'cluster_1757124350_1757124352': 51.0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -20.0, 'gneJ207': -20.0, 'gneJ208': -12.0, 'gneJ210': 16.0, 'gneJ255': -30.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 5, '32564122': 0, '89127267': 5, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 16, '30503246': 4, '30624898': 13, '32564122': 0, '89127267': 5, '89173763': 3, '89173808': 0, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 2, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 3, 'gneJ257': 20}, 
60240.0, {'1863241632': -10.0, '2330725114': -1.0, '243351999': 0, '243641585': -550.0, '243749571': -54.0, '30503246': -33.0, '30624898': 538.0, '32564122': -10.0, '89127267': -60.0, '89173763': -1.0, '89173808': 0, 'cluster_1427494838_273472399': -50.0, 'cluster_1757124350_1757124352': 2.0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -5.0, 'gneJ143': -7.0, 'gneJ207': -20.0, 'gneJ208': -8.0, 'gneJ210': -29.0, 'gneJ255': -30.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 4, '32564122': 2, '89127267': 5, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 3, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 55, '243749571': 14, '30503246': 5, '30624898': 9, '32564122': 3, '89127267': 6, '89173763': 8, '89173808': 0, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 3, 'gneJ257': 20}, 
60250.0, {'1863241632': -10.0, '2330725114': -16.0, '243351999': 0, '243641585': -550.0, '243749571': -117.0, '30503246': -28.0, '30624898': 81.0, '32564122': 10.0, '89127267': -40.0, '89173763': -95.0, '89173808': -17.0, 'cluster_1427494838_273472399': -70.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 5.0, 'gneJ143': -20.0, 'gneJ207': 302.0, 'gneJ208': -11.0, 'gneJ210': -11.0, 'gneJ255': 101.0, 'gneJ257': -202.0}, {'1863241632': 1, '2330725114': 3, '243351999': 0, '243641585': 23, '243749571': 7, '30503246': 2, '30624898': 5, '32564122': 0, '89127267': 5, '89173763': 6, '89173808': 2, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 3, '243351999': 0, '243641585': 55, '243749571': 14, '30503246': 5, '30624898': 9, '32564122': 0, '89127267': 5, '89173763': 11, '89173808': 3, 'cluster_1427494838_273472399': 9, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 21}, 
60260.0, {'1863241632': 66.0, '2330725114': -30.0, '243351999': 0, '243641585': -550.0, '243749571': -98.0, '30503246': -22.0, '30624898': -115.0, '32564122': 0, '89127267': 198.0, '89173763': -110.0, '89173808': 17.0, 'cluster_1427494838_273472399': -30.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 109.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 33.0, 'gneJ207': 2.0, 'gneJ208': -20.0, 'gneJ210': -21.0, 'gneJ255': 63.0, 'gneJ257': -210.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 23, '243749571': 9, '30503246': 2, '30624898': 6, '32564122': 0, '89127267': 3, '89173763': 6, '89173808': 0, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 12}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 55, '243749571': 15, '30503246': 3, '30624898': 13, '32564122': 0, '89127267': 5, '89173763': 11, '89173808': 0, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 21}, 
60270.0, {'1863241632': -9.0, '2330725114': 47.0, '243351999': -2.0, '243641585': -550.0, '243749571': -154.0, '30503246': 61.0, '30624898': -168.0, '32564122': 0, '89127267': 40.0, '89173763': -131.0, '89173808': -7.0, 'cluster_1427494838_273472399': 160.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -18.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 14.0, 'gneJ207': -1.0, 'gneJ208': 81.0, 'gneJ210': -23.0, 'gneJ255': -2.0, 'gneJ257': -188.0}, {'1863241632': 1, '2330725114': 0, '243351999': 1, '243641585': 23, '243749571': 9, '30503246': 1, '30624898': 7, '32564122': 0, '89127267': 3, '89173763': 7, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 12}, {'1863241632': 1, '2330725114': 0, '243351999': 1, '243641585': 55, '243749571': 16, '30503246': 1, '30624898': 19, '32564122': 0, '89127267': 5, '89173763': 14, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 20}, 
60280.0, {'1863241632': -17.0, '2330725114': -2.0, '243351999': 2.0, '243641585': -550.0, '243749571': -160.0, '30503246': -21.0, '30624898': -7.0, '32564122': 0, '89127267': -13.0, '89173763': -140.0, '89173808': -31.0, 'cluster_1427494838_273472399': 40.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -10.0, 'gneJ207': -15.0, 'gneJ208': -29.0, 'gneJ210': -20.0, 'gneJ255': 2.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 9, '30503246': 2, '30624898': 11, '32564122': 0, '89127267': 3, '89173763': 7, '89173808': 2, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 3, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 12}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 55, '243749571': 16, '30503246': 3, '30624898': 23, '32564122': 0, '89127267': 3, '89173763': 14, '89173808': 4, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 3, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 20}, 
60290.0, {'1863241632': 5.0, '2330725114': 2.0, '243351999': 0, '243641585': -550.0, '243749571': 788.0, '30503246': 1.0, '30624898': -86.0, '32564122': -8.0, '89127267': -30.0, '89173763': -113.0, '89173808': -4.0, 'cluster_1427494838_273472399': -65.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -10.0, 'gneJ207': 21.0, 'gneJ208': -40.0, 'gneJ210': -41.0, 'gneJ255': -6.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 9, '30503246': 1, '30624898': 11, '32564122': 1, '89127267': 3, '89173763': 7, '89173808': 3, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 12}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 13, '30503246': 1, '30624898': 22, '32564122': 2, '89127267': 3, '89173763': 13, '89173808': 4, 'cluster_1427494838_273472399': 11, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 6, 'gneJ255': 1, 'gneJ257': 20}, 
60300.0, {'1863241632': 6.0, '2330725114': -3.0, '243351999': 0, '243641585': -550.0, '243749571': -89.0, '30503246': -21.0, '30624898': -57.0, '32564122': 8.0, '89127267': -34.0, '89173763': -133.0, '89173808': -55.0, 'cluster_1427494838_273472399': -61.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -32.0, 'gneJ207': 0, 'gneJ208': 54.0, 'gneJ210': -34.0, 'gneJ255': 3.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 9, '30503246': 2, '30624898': 8, '32564122': 0, '89127267': 3, '89173763': 7, '89173808': 5, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 12}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 55, '243749571': 13, '30503246': 3, '30624898': 21, '32564122': 0, '89127267': 5, '89173763': 15, '89173808': 7, 'cluster_1427494838_273472399': 9, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 4, 'gneJ255': 2, 'gneJ257': 20}, 
60310.0, {'1863241632': -20.0, '2330725114': 3.0, '243351999': 0, '243641585': -550.0, '243749571': -140.0, '30503246': 57.0, '30624898': -49.0, '32564122': -8.0, '89127267': -66.0, '89173763': -159.0, '89173808': -70.0, 'cluster_1427494838_273472399': -103.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11.0, 'gneJ207': -14.0, 'gneJ208': -23.0, 'gneJ210': -50.0, 'gneJ255': -21.0, 'gneJ257': -200.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 11, '30503246': 2, '30624898': 9, '32564122': 1, '89127267': 3, '89173763': 8, '89173808': 5, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 3, 'gneJ210': 2, 'gneJ255': 2, 'gneJ257': 12}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 17, '30503246': 3, '30624898': 20, '32564122': 1, '89127267': 7, '89173763': 16, '89173808': 7, 'cluster_1427494838_273472399': 13, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 5, 'gneJ210': 5, 'gneJ255': 3, 'gneJ257': 20}, 
