57610.0, {'1863241632': 0, '2330725114': 34.0, '243351999': 0, '243641585': 12.0, '243749571': 35.0, '30503246': 0, '30624898': 11.0, '32564122': 8.0, '89127267': 14.0, '89173763': 142.0, '89173808': 0, 'cluster_1427494838_273472399': 5.0, 'cluster_1757124350_1757124352': 9.0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 14.0, 'gneJ207': 1.0, 'gneJ208': 18.0, 'gneJ210': 20.0, 'gneJ255': 0, 'gneJ257': 140.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
60340.0, {'1863241632': 0, '2330725114': 10.0, '243351999': 0, '243641585': -49.0, '243749571': -149.0, '30503246': -21.0, '30624898': 12.0, '32564122': 6.0, '89127267': 0, '89173763': 41.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -4.0, 'cluster_1863241547_1863241548_1976170214': -80.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -7.0, 'gneJ143': 43.0, 'gneJ207': 18.0, 'gneJ208': -11.0, 'gneJ210': -5.0, 'gneJ255': 0, 'gneJ257': 6.0}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 5, '243749571': 8, '30503246': 1, '30624898': 9, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 0, 'gneJ207': 2, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 2}, {'1863241632': 0, '2330725114': 4, '243351999': 0, '243641585': 6, '243749571': 16, '30503246': 3, '30624898': 13, '32564122': 0, '89127267': 0, '89173763': 8, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 8, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 4, 'gneJ143': 0, 'gneJ207': 3, 'gneJ208': 5, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 3}, 
60350.0, {'1863241632': -4.0, '2330725114': -24.0, '243351999': 0, '243641585': -53.0, '243749571': -28.0, '30503246': -39.0, '30624898': 441.0, '32564122': -1.0, '89127267': -10.0, '89173763': 92.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': -100.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -43.0, 'gneJ143': -34.0, 'gneJ207': -77.0, 'gneJ208': 6.0, 'gneJ210': 9.0, 'gneJ255': -4.0, 'gneJ257': 77.0}, {'1863241632': 1, '2330725114': 4, '243351999': 0, '243641585': 5, '243749571': 10, '30503246': 2, '30624898': 6, '32564122': 1, '89127267': 1, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 4, 'gneJ207': 6, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 2}, {'1863241632': 1, '2330725114': 4, '243351999': 0, '243641585': 7, '243749571': 14, '30503246': 5, '30624898': 12, '32564122': 1, '89127267': 1, '89173763': 6, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 11, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 6, 'gneJ143': 9, 'gneJ207': 10, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 3}, 
60360.0, {'1863241632': 4.0, '2330725114': 69.0, '243351999': 0, '243641585': 39.0, '243749571': 4.0, '30503246': -14.0, '30624898': -120.0, '32564122': -10.0, '89127267': 10.0, '89173763': 0.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': 65.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 91.0, 'gneJ143': -118.0, 'gneJ207': -131.0, 'gneJ208': -6.0, 'gneJ210': -10.0, 'gneJ255': 4.0, 'gneJ257': 21.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 3, '243749571': 9, '30503246': 2, '30624898': 8, '32564122': 1, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 10, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 1}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 5, '243749571': 14, '30503246': 4, '30624898': 12, '32564122': 1, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 7, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 14, 'gneJ207': 14, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 1}, 
60370.0, {'1863241632': 0, '2330725114': -10.0, '243351999': 0, '243641585': 1.0, '243749571': 24.0, '30503246': -40.0, '30624898': -100.0, '32564122': 11.0, '89127267': 0, '89173763': -40.0, '89173808': 0, 'cluster_1427494838_273472399': -8.0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': -70.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 103.0, 'gneJ207': -32.0, 'gneJ208': 10.0, 'gneJ210': -20.0, 'gneJ255': -15.0, 'gneJ257': -5.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 2, '243749571': 7, '30503246': 2, '30624898': 10, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 9, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 1}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 4, '243749571': 16, '30503246': 4, '30624898': 13, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 7, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 12, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 3, 'gneJ257': 1}, 
60380.0, {'1863241632': 0, '2330725114': 27.0, '243351999': 0, '243641585': 29.0, '243749571': -116.0, '30503246': 120.0, '30624898': 195.0, '32564122': 0, '89127267': 0, '89173763': -40.0, '89173808': -8.0, 'cluster_1427494838_273472399': -36.0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': -33.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 28.0, 'gneJ207': 72.0, 'gneJ208': -7.0, 'gneJ210': -27.0, 'gneJ255': -30.0, 'gneJ257': -10.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 7, '30503246': 1, '30624898': 8, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 6, 'gneJ208': 3, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 1}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 13, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 1, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 6, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 7, 'gneJ208': 4, 'gneJ210': 4, 'gneJ255': 3, 'gneJ257': 1}, 
60390.0, {'1863241632': -12.0, '2330725114': 0, '243351999': 0, '243641585': -35.0, '243749571': 0.0, '30503246': 1.0, '30624898': -102.0, '32564122': -2.0, '89127267': 0, '89173763': -43.0, '89173808': -10.0, 'cluster_1427494838_273472399': 44.0, 'cluster_1757124350_1757124352': 10.0, 'cluster_1863241547_1863241548_1976170214': -67.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -48.0, 'gneJ207': -27.0, 'gneJ208': -5.0, 'gneJ210': -58.0, 'gneJ255': 45.0, 'gneJ257': 16.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 7, '30503246': 0, '30624898': 8, '32564122': 1, '89127267': 0, '89173763': 5, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 7, 'gneJ208': 1, 'gneJ210': 4, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 4, '243749571': 14, '30503246': 0, '30624898': 11, '32564122': 1, '89127267': 0, '89173763': 5, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 8, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 9, 'gneJ208': 2, 'gneJ210': 8, 'gneJ255': 0, 'gneJ257': 0}, 
60400.0, {'1863241632': -4.0, '2330725114': 0, '243351999': 0, '243641585': 141.0, '243749571': 79.0, '30503246': -3.0, '30624898': 285.0, '32564122': -19.0, '89127267': -9.0, '89173763': 122.0, '89173808': 11.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -40.0, 'cluster_1863241547_1863241548_1976170214': -80.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -88.0, 'gneJ207': -31.0, 'gneJ208': -12.0, 'gneJ210': -94.0, 'gneJ255': -9.0, 'gneJ257': 0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 1, '243749571': 6, '30503246': 1, '30624898': 6, '32564122': 3, '89127267': 1, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 12, 'gneJ208': 3, 'gneJ210': 4, 'gneJ255': 1, 'gneJ257': 0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 11, '30503246': 1, '30624898': 9, '32564122': 5, '89127267': 2, '89173763': 3, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 8, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 13, 'gneJ207': 15, 'gneJ208': 5, 'gneJ210': 11, 'gneJ255': 1, 'gneJ257': 0}, 
60410.0, {'1863241632': 16.0, '2330725114': 0, '243351999': 0, '243641585': -12.0, '243749571': 62.0, '30503246': 0.0, '30624898': 571.0, '32564122': 21.0, '89127267': 9.0, '89173763': 11.0, '89173808': 7.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 74.0, 'cluster_1863241547_1863241548_1976170214': -84.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -94.0, 'gneJ207': -9.0, 'gneJ208': -59.0, 'gneJ210': 118.0, 'gneJ255': 8.0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 4, '243749571': 9, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 9, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 5, '243749571': 11, '30503246': 1, '30624898': 5, '32564122': 0, '89127267': 0, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 9, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 14, 'gneJ207': 13, 'gneJ208': 6, 'gneJ210': 5, 'gneJ255': 1, 'gneJ257': 0}, 
60420.0, {'1863241632': 0, '2330725114': -17.0, '243351999': 0, '243641585': -65.0, '243749571': -135.0, '30503246': -3.0, '30624898': 57.0, '32564122': 0, '89127267': 0, '89173763': 9.0, '89173808': 0, 'cluster_1427494838_273472399': -2.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -122.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 149.0, 'gneJ207': 94.0, 'gneJ208': 8.0, 'gneJ210': 80.0, 'gneJ255': 1.0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 6, '243749571': 12, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 6, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 8, '243749571': 14, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 13, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 7, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 0}, 
60430.0, {'1863241632': -6.0, '2330725114': 16.0, '243351999': 0, '243641585': -92.0, '243749571': 41.0, '30503246': 0.0, '30624898': -30.0, '32564122': 0, '89127267': 0, '89173763': 9.0, '89173808': 0, 'cluster_1427494838_273472399': 2.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -151.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -19.0, 'gneJ143': 50.0, 'gneJ207': -60.0, 'gneJ208': 47.0, 'gneJ210': 5.0, 'gneJ255': -16.0, 'gneJ257': 0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 8, '243749571': 9, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 4, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 3, 'gneJ207': 6, 'gneJ208': 3, 'gneJ210': 1, 'gneJ255': 2, 'gneJ257': 0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 12, '243749571': 14, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 18, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 4, 'gneJ207': 12, 'gneJ208': 3, 'gneJ210': 1, 'gneJ255': 2, 'gneJ257': 0}, 
60440.0, {'1863241632': 1.0, '2330725114': -53.0, '243351999': 0, '243641585': -35.0, '243749571': 69.0, '30503246': 1.0, '30624898': -30.0, '32564122': 0, '89127267': 0, '89173763': -20.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 379.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -32.0, 'gneJ143': 48.0, 'gneJ207': 82.0, 'gneJ208': 32.0, 'gneJ210': 6.0, 'gneJ255': -10.0, 'gneJ257': -9.0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 6, '243749571': 4, '30503246': 1, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 4, 'gneJ257': 1}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 13, '243749571': 13, '30503246': 2, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 9, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 5, 'gneJ143': 1, 'gneJ207': 5, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 6, 'gneJ257': 1}, 
60450.0, {'1863241632': -12.0, '2330725114': 46.0, '243351999': 0, '243641585': -146.0, '243749571': 42.0, '30503246': 1.0, '30624898': 172.0, '32564122': -10.0, '89127267': 0, '89173763': 48.0, '89173808': -2.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -2.0, 'cluster_1863241547_1863241548_1976170214': 195.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -50.0, 'gneJ143': -27.0, 'gneJ207': -46.0, 'gneJ208': -2.0, 'gneJ210': 0, 'gneJ255': -12.0, 'gneJ257': 2.0}, {'1863241632': 1, '2330725114': 2, '243351999': 0, '243641585': 7, '243749571': 5, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 0, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 4, 'gneJ207': 6, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 1}, {'1863241632': 2, '2330725114': 2, '243351999': 0, '243641585': 17, '243749571': 13, '30503246': 1, '30624898': 2, '32564122': 1, '89127267': 0, '89173763': 0, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 5, 'gneJ143': 5, 'gneJ207': 7, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 5, 'gneJ257': 1}, 
60460.0, {'1863241632': 5.0, '2330725114': -20.0, '243351999': 0, '243641585': -38.0, '243749571': -33.0, '30503246': -13.0, '30624898': 52.0, '32564122': -21.0, '89127267': -7.0, '89173763': -11.0, '89173808': 2.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -2.0, 'cluster_1863241547_1863241548_1976170214': 226.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 101.0, 'gneJ143': 7.0, 'gneJ207': 43.0, 'gneJ208': -10.0, 'gneJ210': -16.0, 'gneJ255': -33.0, 'gneJ257': 7.0}, {'1863241632': 1, '2330725114': 2, '243351999': 0, '243641585': 8, '243749571': 6, '30503246': 1, '30624898': 1, '32564122': 2, '89127267': 1, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 9, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 2, 'gneJ257': 0}, {'1863241632': 1, '2330725114': 2, '243351999': 0, '243641585': 16, '243749571': 13, '30503246': 2, '30624898': 1, '32564122': 3, '89127267': 1, '89173763': 3, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 11, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 6, 'gneJ257': 0}, 
